"file_name","frame","key","finger","is_correct","fingertips_detected","keyboard_detection_time","finger_classification_time"
"fast-02","47","LeftShift","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.14075255393981934"
"fast-02","55","I","RIGHT_MIDDLE","False","","0.8425900936126709","0.0828092098236084"
"fast-02","60","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB,LEFT_THUMB","0.8425900936126709","0.09850382804870605"
"fast-02","61","S","LEFT_RING","True","LEFT_RING","0.8425900936126709","0.09055805206298828"
"fast-02","64","A","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.08665823936462402"
"fast-02","67","T","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.10855889320373535"
"fast-02","71","Spacebar","RIGHT_THUMB","True","LEFT_THUMB,RIGHT_THUMB","0.8425900936126709","0.0918724536895752"
"fast-02","73","D","LEFT_INDEX","True","LEFT_INDEX,LEFT_MIDDLE","0.8425900936126709","0.0898284912109375"
"fast-02","75","O","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.07509541511535645"
"fast-02","77","W","LEFT_RING","True","LEFT_RING","0.8425900936126709","0.07323503494262695"
"fast-02","80","N","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.09613323211669922"
"fast-02","84","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.07323384284973145"
"fast-02","86","O","RIGHT_RING","False","","0.8425900936126709","0.0749506950378418"
"fast-02","90","N","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.07243704795837402"
"fast-02","95","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.0737009048461914"
"fast-02","96","A","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.09073972702026367"
"fast-02","99","N","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.09166789054870605"
"fast-02","104","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.08806824684143066"
"fast-02","106","O","RIGHT_RING","False","","0.8425900936126709","0.09166932106018066"
"fast-02","111","L","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.08267450332641602"
"fast-02","117","D","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.07031369209289551"
"fast-02","122","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.09546422958374023"
"fast-02","130","W","LEFT_RING","True","LEFT_RING","0.8425900936126709","0.09857654571533203"
"fast-02","134","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.11811995506286621"
"fast-02","143","Backspace","RIGHT_PINKY","False","","0.8425900936126709","0.1005086898803711"
"fast-02","149","O","RIGHT_MIDDLE","False","","0.8425900936126709","0.07755255699157715"
"fast-02","154","O","RIGHT_MIDDLE","False","","0.8425900936126709","0.09374308586120605"
"fast-02","158","D","LEFT_INDEX","True","LEFT_INDEX,LEFT_MIDDLE","0.8425900936126709","0.09977555274963379"
"fast-02","163","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.11997747421264648"
"fast-02","166","N","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.08243131637573242"
"fast-02","175","Spacebar","RIGHT_THUMB","True","LEFT_THUMB,RIGHT_THUMB","0.8425900936126709","0.07536745071411133"
"fast-02","179","S","LEFT_RING","True","LEFT_RING","0.8425900936126709","0.08706092834472656"
"fast-02","182","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.08335208892822266"
"fast-02","187","T","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.10555815696716309"
"fast-02","193","T","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.08165740966796875"
"fast-02","198","L","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.10521745681762695"
"fast-02","205","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.10257744789123535"
"fast-02","211",",","RIGHT_MIDDLE","True","RIGHT_MIDDLE","0.8425900936126709","0.12253069877624512"
"fast-02","216","C","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.08949685096740723"
"fast-02","220","A","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.09337210655212402"
"fast-02","222","R","LEFT_INDEX","False","","0.8425900936126709","0.07693052291870117"
"fast-02","227","V","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.09350919723510742"
"fast-02","231","E","LEFT_MIDDLE","False","","0.8425900936126709","0.10006022453308105"
"fast-02","236","D","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.07503294944763184"
"fast-02","241","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.10152721405029297"
"fast-02","243","O","RIGHT_RING","False","","0.8425900936126709","0.0980224609375"
"fast-02","255","Backspace","RIGHT_PINKY","False","","0.8425900936126709","0.07001924514770508"
"fast-02","269","A","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.10935306549072266"
"fast-02","277","L","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.106719970703125"
"fast-02","281","L","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.08075594902038574"
"fast-02","286","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.11707806587219238"
"fast-02","287","O","RIGHT_RING","False","","0.8425900936126709","0.08910417556762695"
"fast-02","290","V","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.08535003662109375"
"fast-02","293","E","LEFT_MIDDLE","False","","0.8425900936126709","0.0978233814239502"
"fast-02","296","R","LEFT_INDEX","False","","0.8425900936126709","0.09505701065063477"
"fast-02","301","Spacebar","RIGHT_THUMB","True","LEFT_THUMB,RIGHT_THUMB","0.8425900936126709","0.10296487808227539"
"fast-02","302","L","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.07006621360778809"
"fast-02","306","I","RIGHT_MIDDLE","False","","0.8425900936126709","0.07349038124084473"
"fast-02","310","K","RIGHT_MIDDLE","True","RIGHT_MIDDLE","0.8425900936126709","0.08821964263916016"
"fast-02","312","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.08423829078674316"
"fast-02","317","A","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.07624340057373047"
"fast-02","324","Spacebar","RIGHT_THUMB","False","","0.8425900936126709","0.0838174819946289"
"fast-02","327","B","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.07511019706726074"
"fast-02","329","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.1024177074432373"
"fast-02","332","N","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.08546948432922363"
"fast-02","336","C","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.12327861785888672"
"fast-02","347","H","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.1244504451751709"
"fast-02","355","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.09100723266601562"
"fast-02","357","O","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.12161040306091309"
"fast-02","361","N","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.10791921615600586"
"fast-02","365","Spacebar","RIGHT_THUMB","True","LEFT_THUMB,RIGHT_THUMB","0.8425900936126709","0.08732318878173828"
"fast-02","366","T","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.07976746559143066"
"fast-02","369","H","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.07479453086853027"
"fast-02","372","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.08817863464355469"
"fast-02","376","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.8425900936126709","0.0854642391204834"
"fast-02","377","LeftShift","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.07810354232788086"
"fast-02","380","B","RIGHT_INDEX","False","","0.8425900936126709","0.09228920936584473"
"fast-02","385","A","LEFT_PINKY","True","LEFT_PINKY","0.8425900936126709","0.0760488510131836"
"fast-02","387","T","LEFT_INDEX","False","","0.8425900936126709","0.08464670181274414"
"fast-02","391","T","LEFT_INDEX","False","","0.8425900936126709","0.07828283309936523"
"fast-02","394","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.8425900936126709","0.07596826553344727"
"fast-02","396","R","LEFT_INDEX","True","LEFT_INDEX","0.8425900936126709","0.09422183036804199"
"fast-02","401","Y","RIGHT_INDEX","True","RIGHT_INDEX","0.8425900936126709","0.07775640487670898"
"fast-02","408",".","RIGHT_RING","True","RIGHT_RING","0.8425900936126709","0.08801627159118652"
"fast-03","33","LeftShift","LEFT_PINKY","True","LEFT_PINKY","0.86037278175354","0.092254638671875"
"fast-03","36","I","RIGHT_MIDDLE","False","","0.86037278175354","0.09843158721923828"
"fast-03","41","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB,LEFT_THUMB","0.86037278175354","0.09437823295593262"
"fast-03","42","L","RIGHT_RING","True","RIGHT_RING","0.86037278175354","0.07118916511535645"
"fast-03","44","A","LEFT_PINKY","True","LEFT_PINKY","0.86037278175354","0.0974116325378418"
"fast-03","58","Y","RIGHT_INDEX","False","","0.86037278175354","0.1108400821685791"
"fast-03","64","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.86037278175354","0.12075400352478027"
"fast-03","65","T","LEFT_INDEX","True","LEFT_INDEX","0.86037278175354","0.12107968330383301"
"fast-03","67","H","RIGHT_INDEX","True","RIGHT_INDEX","0.86037278175354","0.08610033988952637"
"fast-03","71","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.86037278175354","0.09388208389282227"
"fast-03","73","R","LEFT_INDEX","True","LEFT_INDEX","0.86037278175354","0.07646584510803223"
"fast-03","76","E","LEFT_MIDDLE","True","LEFT_MIDDLE","0.86037278175354","0.09969782829284668"
"fast-03","80","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.86037278175354","0.07267332077026367"
"fast-03","83","D","LEFT_INDEX","True","LEFT_INDEX,LEFT_MIDDLE","0.86037278175354","0.12291264533996582"
"fast-03","87","I","RIGHT_MIDDLE","True","RIGHT_MIDDLE","0.86037278175354","0.09017252922058105"
"fast-03","90","S","LEFT_RING","True","LEFT_RING","0.86037278175354","0.09687209129333496"
"fast-03","94","M","RIGHT_INDEX","True","RIGHT_INDEX","0.86037278175354","0.08715581893920898"
"fast-03","96","A","LEFT_PINKY","True","LEFT_PINKY","0.86037278175354","0.12039709091186523"
"fast-03","99","L","RIGHT_RING","True","RIGHT_RING","0.86037278175354","0.1018223762512207"
"fast-03","103","L","RIGHT_RING","True","RIGHT_RING","0.86037278175354","0.09641432762145996"
"fast-03","106","Y","RIGHT_INDEX","False","","0.86037278175354","0.10010552406311035"
"fast-03","111","Spacebar","RIGHT_THUMB","True","RIGHT_THUMB","0.86037278175354","0.10178518295288086"
